age,workclass,education_level,education-num,marital_status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native_country,income
32,2,0,9,0,5,0,0,0,0,0,4,0,<=50K
28,0,0,9,0,4,0,0,0,0,0,4,0,<=50K
27,0,7,4,1,5,5,0,0,0,0,35,14,<=50K
23,0,9,5,5,1,1,0,0,0,0,4,1,<=50K
59,0,6,6,0,1,0,0,0,0,0,4,0,<=50K
26,0,11,8,1,1,5,4,0,0,0,48,14,<=50K
36,0,6,6,1,8,1,0,0,0,0,4,0,<=50K
18,0,0,9,1,4,2,0,1,0,0,15,0,<=50K
33,0,9,5,2,8,1,0,0,0,0,7,0,<=50K
6,1,3,11,0,7,4,0,1,0,0,15,3,>50K
4,0,0,9,2,6,3,0,1,0,0,48,1,<=50K
48,0,0,9,0,9,0,0,0,0,0,43,0,<=50K
27,1,6,6,0,1,0,0,0,0,0,48,0,<=50K
19,0,1,1,1,5,2,0,0,0,0,2,0,<=50K
38,0,2,13,0,0,0,0,0,0,0,5,0,>50K
26,0,1,1,2,1,1,0,0,0,0,43,0,<=50K
45,5,3,11,0,11,0,0,0,398,0,4,0,<=50K
2,0,1,1,1,3,2,0,1,0,0,2,0,<=50K
32,5,0,9,2,1,3,0,0,0,0,4,0,<=50K
22,0,1,1,1,8,2,0,1,0,0,13,0,<=50K
22,0,0,9,1,3,1,0,0,0,0,4,0,<=50K
38,3,0,9,1,5,3,1,1,114,0,38,0,<=50K
34,0,0,9,0,1,0,0,0,0,1848,5,0,>50K
46,0,13,2,4,5,3,4,1,0,0,3,1,<=50K
39,0,2,13,2,2,1,0,1,0,0,25,0,<=50K
79,1,0,9,4,5,1,0,1,0,0,24,0,<=50K
24,0,0,9,1,4,2,0,0,0,0,4,15,<=50K
31,0,1,1,0,1,0,0,0,247,0,65,0,<=50K
37,1,2,13,0,4,0,2,0,3137,0,77,17,<=50K
23,0,0,9,1,1,5,0,0,0,0,4,0,<=50K
31,0,1,1,0,7,0,0,0,0,1579,45,7,<=50K
29,0,2,13,0,0,0,0,0,0,0,4,0,>50K
22,3,2,13,1,0,2,0,1,0,0,43,0,<=50K
55,2,0,9,2,5,3,0,1,0,0,38,0,<=50K
43,0,0,9,2,1,5,0,0,0,0,4,0,<=50K
23,0,7,4,1,9,3,4,0,0,0,36,1,<=50K
29,0,0,9,1,3,3,0,0,0,0,35,1,<=50K
22,0,3,11,1,5,5,0,1,0,0,4,1,<=50K
22,0,1,1,1,4,1,0,0,0,0,42,0,<=50K
25,0,0,9,0,2,0,0,0,7298,0,84,0,>50K
29,0,1,1,1,6,2,0,0,0,0,45,0,<=50K
25,3,1,1,1,7,1,1,0,0,0,4,0,<=50K
33,5,0,9,1,2,1,0,1,0,0,4,0,<=50K
33,0,2,13,1,0,1,0,0,0,0,4,0,>50K
31,0,10,16,1,0,1,0,1,0,0,28,0,<=50K
3,2,15,14,0,0,0,0,0,0,1887,45,0,>50K
55,0,2,13,0,4,0,0,0,0,0,4,0,<=50K
36,0,11,8,1,2,1,0,0,465,0,5,0,<=50K
28,0,2,13,1,4,1,0,0,8614,0,4,0,>50K
42,0,15,14,0,0,0,0,0,0,0,4,0,>50K
51,0,5,12,2,2,3,0,0,0,0,55,3,<=50K
62,2,2,13,2,0,1,1,1,0,0,4,0,<=50K
65,4,1,1,0,4,0,0,0,0,0,35,0,>50K
23,0,2,13,0,0,0,0,0,0,0,4,0,<=50K
47,0,7,4,0,1,0,1,0,0,0,6,0,>50K
5,4,0,9,2,2,3,0,1,0,0,4,0,<=50K
32,1,2,13,0,1,0,0,0,0,0,4,0,<=50K
37,5,1,1,0,6,0,0,0,0,0,4,0,<=50K
31,0,0,9,1,1,3,0,0,14344,0,4,0,>50K
76,0,6,6,4,4,3,1,1,0,0,12,0,<=50K
54,0,2,13,2,4,1,1,1,0,0,6,0,<=50K
32,5,2,13,0,0,0,0,0,0,0,4,0,>50K
31,0,1,1,1,3,1,0,1,0,0,52,0,<=50K
31,5,2,13,2,11,1,0,0,0,0,5,0,>50K
65,1,8,15,2,0,1,0,0,0,1668,4,0,<=50K
3,0,0,9,0,6,0,0,0,0,0,6,27,>50K
21,0,1,1,1,0,2,0,1,0,0,1,0,<=50K
4,5,15,14,0,10,0,2,0,0,192,4,2,>50K
26,3,1,1,1,1,1,0,1,0,0,4,0,<=50K
18,0,4,7,1,5,2,0,1,0,0,8,0,<=50K
34,2,0,9,0,5,0,0,0,0,0,5,0,<=50K
44,1,1,1,1,9,2,0,0,0,0,6,0,<=50K
3,0,5,12,1,10,1,0,1,0,0,4,0,<=50K
36,1,2,13,1,1,2,0,0,0,0,4,0,<=50K
31,0,1,1,0,0,0,0,0,0,0,5,0,>50K
22,0,1,1,1,4,1,0,0,0,0,2,0,<=50K
23,0,0,9,1,4,2,2,0,0,0,4,0,<=50K
49,0,15,14,0,2,0,0,0,1524,0,5,0,>50K
39,1,2,13,3,1,2,0,0,0,0,35,0,<=50K
19,0,1,1,1,8,2,0,0,0,0,16,0,<=50K
3,0,5,12,0,2,0,0,0,0,1848,5,0,>50K
25,0,1,1,1,1,5,2,1,0,0,4,29,<=50K
46,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
37,0,15,14,0,0,0,0,0,0,0,45,0,<=50K
41,5,0,9,0,5,0,0,0,0,0,4,0,<=50K
4,1,1,1,0,0,0,0,0,0,0,2,0,<=50K
44,0,0,9,2,3,3,0,1,0,0,4,0,<=50K
32,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
58,0,0,9,0,8,0,1,0,0,0,2,0,>50K
48,0,0,9,0,6,0,0,0,0,0,48,0,<=50K
34,0,2,13,0,2,0,0,0,0,0,4,0,<=50K
29,0,3,11,1,3,2,1,1,0,0,4,0,<=50K
46,4,2,13,0,4,0,0,0,0,0,5,0,>50K
36,2,0,9,1,7,1,2,0,0,0,4,0,<=50K
59,2,2,13,1,3,1,0,0,0,0,38,0,<=50K
29,0,11,8,0,7,0,0,0,0,0,4,1,<=50K
25,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
27,0,5,12,1,5,1,2,1,0,0,35,2,<=50K
48,0,0,9,0,9,0,0,0,0,0,7,0,<=50K
51,5,10,16,1,0,1,0,1,0,1564,7,0,>50K
36,0,0,9,2,7,1,0,0,8614,0,45,0,>50K
42,2,4,7,2,4,3,0,0,743,0,5,4,>50K
49,3,2,13,0,3,0,0,0,0,0,4,0,>50K
33,0,1,1,1,10,2,0,0,0,0,2,0,<=50K
4,0,2,13,2,4,1,0,0,0,1564,6,0,>50K
26,0,2,13,1,0,1,0,1,0,0,4,0,<=50K
59,0,0,9,0,6,0,0,0,0,0,3,16,<=50K
3,0,0,9,1,3,2,0,1,0,0,4,0,<=50K
31,2,5,12,0,3,4,0,1,0,0,35,0,<=50K
3,0,2,13,0,2,0,0,0,0,0,5,0,>50K
27,0,2,13,1,2,1,0,1,0,0,4,0,<=50K
56,0,5,12,2,3,3,0,1,411,0,4,0,<=50K
24,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
47,0,2,13,2,4,3,0,1,0,0,5,0,<=50K
51,0,2,13,1,0,1,1,0,0,0,35,0,<=50K
34,0,0,9,0,1,0,0,0,0,0,45,0,<=50K
47,0,0,9,2,5,3,1,0,0,0,9,0,<=50K
47,0,1,1,0,3,0,0,0,0,0,44,0,>50K
2,0,1,1,1,3,3,2,1,0,0,4,17,<=50K
31,0,4,7,2,5,1,0,1,0,0,4,0,<=50K
42,0,3,11,2,5,3,0,1,0,0,32,0,<=50K
52,0,12,3,5,1,5,0,0,0,0,4,1,<=50K
56,0,0,9,4,3,1,0,1,0,0,4,0,<=50K
53,0,0,9,0,1,0,0,0,0,0,4,0,>50K
26,0,1,1,0,4,0,0,0,0,0,5,0,>50K
81,0,1,1,2,3,1,0,1,0,0,2,0,<=50K
57,5,1,1,2,0,1,0,0,0,0,48,0,>50K
34,0,0,9,1,3,1,0,1,0,0,4,0,<=50K
24,0,3,11,1,10,3,1,1,0,0,4,0,<=50K
2,0,0,9,1,5,3,0,0,0,21,4,0,<=50K
68,5,1,1,2,3,5,1,1,2346,0,4,0,<=50K
6,0,0,9,3,4,1,0,1,0,0,32,0,<=50K
37,5,1,1,0,1,0,0,0,0,0,4,0,<=50K
25,0,7,4,1,8,3,0,0,0,0,4,0,<=50K
36,5,0,9,0,3,0,0,0,0,0,4,0,<=50K
45,0,5,12,0,1,0,0,0,0,0,4,0,<=50K
34,0,1,1,0,2,0,0,0,0,0,6,0,>50K
31,0,2,13,3,2,1,0,1,0,0,7,0,<=50K
47,1,2,13,0,9,0,0,0,0,0,6,0,<=50K
6,1,0,9,0,1,0,0,0,0,0,42,0,>50K
75,0,2,13,0,2,0,0,0,0,0,24,0,<=50K
43,2,1,1,0,11,0,0,0,0,0,4,0,<=50K
18,0,0,9,1,8,2,0,0,0,0,4,0,<=50K
25,0,2,13,1,10,1,2,1,0,192,4,2,<=50K
2,0,0,9,1,3,2,0,1,0,0,4,0,<=50K
32,0,0,9,1,4,1,0,1,0,0,5,0,<=50K
57,4,2,13,0,2,0,0,0,0,0,2,0,<=50K
43,0,1,1,0,7,0,0,0,0,0,6,0,>50K
18,1,0,9,1,9,5,0,0,0,0,4,0,<=50K
41,2,2,13,3,0,3,1,1,0,0,4,0,<=50K
48,0,0,9,1,6,5,0,0,0,0,4,15,<=50K
35,0,0,9,0,7,0,0,0,5178,0,9,0,>50K
41,3,3,11,0,2,0,0,0,0,0,4,0,<=50K
23,0,0,9,1,1,2,1,1,0,1594,2,0,<=50K
32,3,2,13,0,11,0,0,0,0,1887,45,0,>50K
33,0,0,9,1,1,2,0,0,0,0,4,7,<=50K
58,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
22,0,1,1,1,4,5,0,0,0,0,65,0,<=50K
33,0,1,1,2,5,1,0,1,0,0,5,0,<=50K
42,1,8,15,0,0,0,0,0,0,0,38,0,>50K
25,0,0,9,1,3,2,0,1,0,0,4,0,<=50K
39,0,0,9,0,0,0,0,0,0,0,5,0,>50K
35,0,2,13,0,4,0,0,0,0,0,45,0,>50K
5,0,1,1,0,3,4,0,1,0,192,38,0,>50K
49,2,15,14,0,2,0,0,0,0,0,5,0,>50K
25,2,2,13,1,0,2,0,0,0,0,4,0,<=50K
47,5,1,1,2,3,3,1,1,0,0,4,0,<=50K
46,0,1,1,0,2,4,0,1,0,0,4,0,>50K
42,3,5,12,2,0,1,1,0,0,0,4,0,<=50K
37,0,4,7,1,7,1,0,0,0,0,6,0,>50K
25,0,2,13,1,1,1,0,0,0,0,4,1,<=50K
29,0,6,6,0,1,0,0,0,513,0,4,0,<=50K
26,0,1,1,1,4,1,0,0,0,0,45,0,<=50K
45,4,2,13,0,2,0,0,0,0,0,4,0,>50K
34,0,0,9,3,2,3,0,1,0,0,3,0,<=50K
33,5,5,12,1,3,3,1,1,0,0,4,0,<=50K
43,0,2,13,0,2,0,0,0,0,0,4,0,>50K
28,0,0,9,0,1,0,0,0,0,0,45,0,<=50K
51,1,1,1,0,9,0,0,0,0,0,75,0,<=50K
21,0,1,1,1,5,1,0,1,0,0,35,0,<=50K
23,0,5,12,1,5,2,0,1,0,0,35,0,<=50K
3,0,0,9,1,10,1,0,1,0,0,4,0,<=50K
46,0,15,14,0,2,0,0,0,0,0,45,0,>50K
38,4,0,9,1,9,1,0,0,0,0,5,0,<=50K
2,0,0,9,1,4,1,0,0,0,0,4,0,<=50K
36,0,2,13,0,0,0,0,0,0,1485,5,0,>50K
37,1,8,15,0,0,0,0,0,99999,0,5,0,>50K
44,2,15,14,1,0,1,0,0,0,1876,42,0,<=50K
33,0,0,9,0,1,0,0,0,0,0,4,0,>50K
45,2,2,13,1,2,1,0,0,0,0,4,0,<=50K
47,0,1,1,0,1,0,0,0,0,0,4,0,<=50K
54,0,0,9,0,1,0,2,0,0,192,4,0,>50K
17,0,6,6,1,5,2,0,0,0,0,3,0,<=50K
43,0,0,9,0,2,4,0,1,0,0,36,24,>50K
45,0,2,13,4,0,1,0,1,152,0,5,0,>50K
37,0,1,1,1,3,1,0,1,0,0,4,0,<=50K
44,2,3,11,0,1,0,0,0,0,0,4,0,>50K
55,2,15,14,4,0,3,0,1,914,0,5,0,<=50K
41,0,0,9,0,6,0,0,0,0,0,48,0,<=50K
23,0,2,13,1,3,2,0,1,2174,0,4,0,<=50K
38,0,1,1,1,3,2,1,1,0,0,4,0,<=50K
23,0,2,13,1,8,5,0,1,0,0,4,8,<=50K
35,0,0,9,0,1,0,0,0,7298,0,4,0,>50K
18,0,4,7,1,2,2,0,0,0,0,2,0,<=50K
47,0,3,11,0,5,0,0,0,0,0,4,0,<=50K
25,0,1,1,1,0,1,0,1,0,0,8,0,<=50K
41,1,0,9,0,2,0,0,0,0,0,5,0,<=50K
23,0,1,1,1,3,5,2,1,0,0,24,17,<=50K
41,0,0,9,0,3,4,0,1,0,0,4,0,<=50K
26,0,1,1,0,2,0,0,0,247,0,5,0,<=50K
3,2,1,1,1,3,1,0,0,0,0,4,0,<=50K
42,0,1,1,0,4,0,0,0,0,0,4,0,>50K
35,0,0,9,2,2,3,0,1,0,0,4,0,<=50K
29,0,1,1,3,10,3,0,1,0,0,4,0,<=50K
21,0,1,1,5,3,2,0,1,0,0,15,0,<=50K
48,3,15,14,2,0,1,0,0,0,0,4,0,>50K
44,1,0,9,2,7,3,0,0,0,0,6,0,<=50K
34,2,9,5,1,5,2,0,0,0,0,4,0,<=50K
19,0,0,9,1,5,2,0,1,0,0,25,0,<=50K
32,0,1,1,2,1,2,0,0,0,0,4,0,>50K
31,3,5,12,3,5,3,1,1,0,0,4,0,<=50K
25,0,0,9,0,8,0,0,0,247,0,4,0,<=50K
47,5,0,9,0,3,0,1,0,0,0,4,0,>50K
46,5,4,7,4,3,1,0,1,0,0,4,0,<=50K
18,0,11,8,1,3,2,0,0,0,0,4,0,<=50K
31,0,1,1,0,3,4,0,1,0,174,2,0,<=50K
28,3,0,9,0,3,2,0,1,0,0,4,0,<=50K
38,0,0,9,0,6,0,0,0,0,0,48,0,>50K
33,4,0,9,0,1,0,0,0,0,0,4,0,>50K
41,0,3,11,0,2,0,0,0,0,0,4,0,>50K
46,0,1,1,0,4,0,0,0,1524,0,4,0,>50K
38,2,1,1,0,0,0,0,0,0,0,44,0,<=50K
24,0,2,13,1,4,1,0,0,0,0,6,0,<=50K
49,0,0,9,0,6,0,0,0,0,0,4,0,>50K
6,5,1,1,2,0,1,3,1,0,0,4,0,<=50K
44,0,2,13,0,4,0,0,0,0,0,6,0,>50K
63,4,3,11,0,2,0,0,0,0,0,4,0,>50K
4,0,0,9,0,4,0,0,0,0,0,6,0,>50K
45,4,1,1,0,2,0,0,0,0,0,5,0,>50K
49,0,1,1,0,3,0,0,0,0,192,5,0,>50K
36,0,0,9,2,4,1,0,1,0,0,4,0,<=50K
65,2,0,9,0,5,0,0,0,0,0,8,0,<=50K
41,0,2,13,4,2,3,0,0,0,0,2,0,<=50K
25,0,15,14,3,5,2,0,1,0,0,4,0,<=50K
6,0,3,11,4,3,1,0,0,0,0,4,0,<=50K
17,2,4,7,1,0,2,0,1,0,0,2,4,<=50K
28,0,5,12,0,2,4,0,1,0,0,16,0,>50K
31,0,5,12,1,1,2,4,0,0,0,5,0,<=50K
47,0,15,14,1,0,1,0,1,0,0,35,0,<=50K
45,1,1,1,0,7,0,0,0,0,0,45,0,<=50K
51,0,2,13,1,0,1,0,0,0,0,4,0,<=50K
23,0,0,9,1,6,2,1,0,0,0,4,0,<=50K
44,1,15,14,0,2,4,0,1,0,192,6,0,>50K
34,0,0,9,1,2,5,0,0,0,0,5,0,<=50K
19,0,1,1,1,0,2,0,0,0,0,1,0,<=50K
46,3,0,9,0,7,0,0,0,0,0,4,0,<=50K
3,0,10,16,0,0,0,2,0,0,1977,4,11,>50K
37,0,6,6,0,9,0,0,0,0,0,35,1,<=50K
56,0,8,15,0,0,0,0,0,0,0,45,0,>50K
29,0,0,9,0,3,0,0,0,0,0,45,0,<=50K
46,1,15,14,0,1,0,0,0,0,0,5,0,>50K
55,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
45,0,2,13,2,4,1,0,0,8614,0,48,0,>50K
34,0,0,9,5,8,1,0,0,0,0,4,14,<=50K
41,0,2,13,1,3,1,0,0,0,0,4,0,<=50K
34,0,8,15,0,0,0,0,0,0,0,5,0,>50K
27,0,0,9,1,1,2,1,0,0,0,4,0,<=50K
29,0,1,1,1,8,3,1,0,0,0,37,0,<=50K
19,5,11,8,1,5,2,0,1,0,0,3,0,<=50K
47,2,2,13,0,0,0,0,0,0,0,4,0,<=50K
43,4,1,1,0,2,0,0,0,0,0,5,0,>50K
52,0,3,11,3,2,3,1,1,0,0,6,0,<=50K
33,1,5,12,2,4,1,0,0,0,0,6,0,<=50K
29,0,9,5,0,7,0,0,0,0,0,4,0,<=50K
23,0,0,9,0,8,0,0,0,0,0,4,0,<=50K
23,0,1,1,1,2,1,0,0,0,0,4,0,<=50K
39,0,2,13,0,2,0,0,0,0,0,6,0,<=50K
43,0,12,3,1,6,3,0,1,0,0,4,1,<=50K
31,0,0,9,0,1,0,0,0,0,0,4,0,>50K
47,4,0,9,0,1,0,0,0,0,0,4,0,>50K
26,0,0,9,1,3,1,0,0,0,0,6,0,<=50K
58,2,1,1,1,0,1,0,1,0,0,55,0,<=50K
47,4,8,15,2,0,1,0,0,27828,0,5,0,>50K
55,0,2,13,1,10,5,0,1,0,159,38,0,<=50K
26,0,0,9,0,2,4,0,1,513,0,4,0,<=50K
28,0,0,9,1,6,3,0,1,0,0,4,0,<=50K
36,0,0,9,0,1,0,1,0,0,0,4,0,<=50K
4,0,0,9,0,4,0,0,0,0,0,5,0,<=50K
19,0,4,7,1,5,1,0,0,0,0,4,0,<=50K
63,1,2,13,0,4,0,0,0,165,0,4,0,>50K
42,0,2,13,0,7,0,0,0,0,0,4,0,<=50K
76,0,9,5,0,11,0,0,0,0,0,13,0,<=50K
23,3,3,11,1,10,1,0,1,0,0,4,0,<=50K
38,1,12,3,1,7,1,0,0,0,0,4,0,<=50K
33,3,15,14,1,0,1,2,0,0,0,3,18,<=50K
48,2,15,14,0,0,0,0,0,0,0,4,0,>50K
56,0,1,1,2,7,1,0,0,0,0,4,0,>50K
32,0,0,9,0,6,0,1,0,0,0,4,0,<=50K
44,2,1,1,2,0,3,0,1,0,0,25,0,<=50K
27,0,0,9,2,3,2,1,1,0,0,4,0,<=50K
33,5,1,1,1,2,1,0,0,0,0,5,0,<=50K
22,0,12,3,1,8,1,0,0,0,0,4,1,<=50K
44,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
42,0,0,9,0,7,0,3,0,0,0,6,0,<=50K
34,0,1,1,1,3,1,0,1,0,0,4,0,<=50K
45,5,0,9,0,3,0,0,0,0,1672,4,0,<=50K
57,4,0,9,0,4,0,0,0,0,0,4,8,<=50K
59,2,2,13,0,0,0,0,0,0,0,4,0,>50K
33,5,1,1,0,2,4,1,1,0,0,4,0,>50K
52,0,0,9,0,9,0,4,0,0,0,49,1,<=50K
17,0,11,8,1,4,2,0,1,0,0,15,0,<=50K
29,0,0,9,1,5,2,0,0,0,0,3,5,<=50K
63,1,2,13,0,4,0,0,0,0,0,3,0,>50K
2,0,1,1,1,8,1,0,0,0,0,24,0,<=50K
42,4,8,15,0,0,0,0,0,0,1977,5,0,>50K
5,1,0,9,0,9,0,0,0,0,0,5,0,<=50K
55,0,0,9,0,12,4,0,1,0,0,3,0,<=50K
27,0,5,12,0,3,4,1,1,0,0,25,0,<=50K
28,0,2,13,0,2,0,0,0,0,0,45,0,<=50K
55,0,3,11,0,6,0,0,0,0,0,45,0,<=50K
44,5,1,1,0,1,0,0,0,0,0,4,0,<=50K
53,3,1,1,1,11,1,0,1,0,0,4,0,<=50K
23,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
25,0,0,9,2,3,1,0,1,0,0,4,0,<=50K
44,3,2,13,2,0,1,0,1,0,0,4,0,<=50K
55,0,15,14,0,2,0,0,0,0,1977,4,0,>50K
48,1,1,1,0,0,0,0,0,0,0,35,0,>50K
46,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
26,0,1,1,1,7,1,0,0,0,0,4,0,<=50K
3,0,7,4,3,9,1,0,0,0,0,45,1,<=50K
32,0,15,14,0,0,0,0,0,0,0,4,0,>50K
52,0,0,9,0,2,0,0,0,0,0,48,0,<=50K
52,0,0,9,0,4,0,0,0,7298,0,5,0,>50K
39,0,0,9,3,4,1,0,1,0,0,47,0,<=50K
57,2,2,13,0,0,0,0,0,0,192,4,0,>50K
21,0,0,9,1,1,2,0,0,594,0,4,0,<=50K
22,3,1,1,1,5,2,0,0,0,0,1,0,<=50K
26,0,1,1,0,6,0,0,0,0,0,4,0,<=50K
26,3,1,1,0,5,0,0,0,0,0,4,0,<=50K
44,0,3,11,0,2,0,1,0,0,0,4,0,>50K
42,0,1,1,2,3,1,0,1,0,0,3,0,<=50K
4,0,1,1,0,7,0,0,0,0,0,43,0,<=50K
22,0,4,7,1,1,2,0,0,0,0,45,0,<=50K
62,0,0,9,0,1,0,0,0,0,0,45,0,>50K
44,0,1,1,0,1,0,0,0,0,0,4,0,<=50K
33,1,13,2,5,1,1,0,0,0,0,4,1,<=50K
45,0,0,9,0,2,0,0,0,0,0,5,0,<=50K
18,0,4,7,0,8,2,0,0,0,0,4,0,<=50K
32,2,1,1,1,1,1,0,0,0,0,4,0,<=50K
33,0,10,16,1,0,1,0,1,0,0,6,0,>50K
2,0,1,1,1,0,2,0,0,0,0,15,0,<=50K
68,1,0,9,0,9,0,0,0,0,0,2,0,<=50K
61,0,7,4,0,4,0,0,0,0,0,5,0,>50K
48,0,10,16,0,0,0,0,0,0,0,4,0,>50K
45,0,0,9,0,4,0,0,0,0,0,4,0,<=50K
36,1,0,9,0,4,4,0,1,7688,0,4,0,>50K
32,5,0,9,1,5,2,1,1,0,0,32,0,<=50K
35,0,2,13,2,5,1,0,1,0,0,4,0,<=50K
39,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
53,0,7,4,0,6,0,0,0,0,0,4,0,<=50K
3,0,1,1,3,4,3,1,1,0,0,16,0,<=50K
4,0,2,13,2,11,1,0,0,0,0,45,0,<=50K
25,0,1,1,1,3,1,1,1,0,0,4,10,<=50K
41,0,0,9,1,4,1,1,1,0,0,6,0,<=50K
52,1,0,9,0,9,0,0,0,0,0,98,0,>50K
33,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
28,0,0,9,1,1,2,0,0,0,0,4,0,<=50K
25,1,0,9,0,1,0,0,0,7298,0,4,0,>50K
53,0,1,1,0,4,0,0,0,0,0,55,0,<=50K
44,0,13,2,1,5,2,0,0,0,0,1,0,<=50K
35,0,0,9,2,2,3,0,1,0,0,4,0,<=50K
38,0,1,1,2,1,2,0,0,0,0,58,13,<=50K
34,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
33,0,0,9,2,6,1,0,1,0,0,4,0,<=50K
24,3,1,1,0,3,4,0,1,0,0,45,0,<=50K
65,2,0,9,4,5,3,1,1,0,0,25,0,<=50K
29,0,5,12,0,4,0,0,0,0,0,6,0,<=50K
39,4,8,15,0,0,0,0,0,99999,0,65,0,>50K
46,2,1,1,0,11,0,0,0,0,0,4,0,>50K
37,0,7,4,0,9,0,0,0,258,0,6,0,<=50K
47,3,15,14,0,2,0,0,0,0,0,47,0,>50K
62,0,1,1,0,5,0,0,0,0,0,4,0,<=50K
54,1,0,9,0,4,0,0,0,0,0,6,0,<=50K
9,0,1,1,1,5,1,2,0,0,0,35,0,<=50K
33,0,5,12,5,1,1,0,0,0,0,2,0,<=50K
57,0,1,1,0,2,0,0,0,0,1672,45,0,<=50K
25,0,5,12,1,1,2,0,0,0,0,4,0,<=50K
44,4,1,1,0,4,0,0,0,0,0,5,0,>50K
52,0,2,13,5,5,1,0,0,0,0,5,0,<=50K
21,0,1,1,1,6,2,0,0,0,0,4,0,<=50K
31,0,0,9,1,5,3,1,0,0,0,18,0,<=50K
39,0,15,14,0,7,0,0,0,0,0,4,13,<=50K
59,5,0,9,4,6,3,0,1,0,0,4,0,<=50K
29,1,0,9,0,2,0,0,0,0,0,55,0,<=50K
49,0,7,4,1,0,5,1,0,0,0,45,0,<=50K
34,0,9,5,0,1,0,0,0,0,0,4,0,<=50K
22,0,2,13,1,4,1,0,0,0,0,4,0,<=50K
32,0,2,13,0,4,0,4,0,0,0,4,4,<=50K
39,3,0,9,2,5,3,1,1,0,0,4,0,<=50K
46,0,15,14,0,0,0,0,0,0,0,6,0,<=50K
5,0,0,9,0,1,0,0,0,313,0,4,0,>50K
34,0,0,9,1,5,1,0,0,0,0,4,0,<=50K
28,2,15,14,0,0,4,0,1,0,192,55,0,<=50K
18,0,11,8,1,4,2,0,1,0,0,24,0,<=50K
2,0,0,9,1,4,1,0,0,0,0,3,0,<=50K
2,0,0,9,1,6,5,0,1,0,0,4,0,<=50K
55,3,3,11,4,2,1,3,1,0,0,38,0,<=50K
22,0,1,1,1,4,2,1,1,0,0,4,0,<=50K
6,1,15,14,0,2,0,0,0,0,0,4,0,<=50K
4,0,6,6,2,1,1,0,0,0,0,5,0,<=50K
47,3,1,1,0,3,4,0,1,0,0,3,0,<=50K
23,0,2,13,1,2,1,0,1,0,0,35,5,<=50K
57,2,0,9,4,7,1,0,1,0,0,4,0,<=50K
52,0,4,7,0,5,0,0,0,0,0,4,0,<=50K
42,0,7,4,4,1,3,0,0,0,0,4,0,<=50K
25,0,5,12,1,8,2,0,0,0,0,2,0,<=50K
49,4,0,9,0,3,4,0,1,0,2377,4,0,>50K
41,5,1,1,1,11,2,0,0,0,0,4,0,<=50K
4,3,3,11,0,5,0,1,0,0,0,3,0,<=50K
38,0,2,13,0,2,0,0,0,0,0,55,0,>50K
58,0,0,9,1,7,2,0,0,0,0,4,5,<=50K
26,0,2,13,1,5,1,1,1,0,0,35,0,<=50K
57,0,6,6,2,3,5,0,1,0,0,7,3,<=50K
28,0,0,9,0,4,0,0,0,0,1628,6,0,<=50K
42,0,0,9,3,4,3,0,1,0,0,4,0,<=50K
28,0,1,1,1,2,1,0,0,2174,0,55,0,<=50K
39,1,9,5,0,1,0,0,0,0,0,4,0,<=50K
28,0,0,9,0,6,0,1,0,0,0,4,0,<=50K
42,0,0,9,0,6,0,0,0,4386,0,48,0,>50K
51,1,1,1,2,4,3,0,1,0,0,5,0,<=50K
27,0,1,1,1,3,1,0,1,0,0,39,0,<=50K
41,0,0,9,2,3,3,0,1,0,0,43,0,<=50K
28,0,2,13,0,1,0,0,0,0,0,4,0,<=50K
54,1,1,1,2,9,3,0,1,152,0,3,0,>50K
49,0,0,9,0,3,4,0,1,0,0,3,0,<=50K
47,0,15,14,0,2,0,0,0,0,0,4,0,>50K
27,0,1,1,0,1,0,0,0,0,0,49,0,<=50K
42,2,2,13,0,0,4,0,1,0,0,45,0,>50K
32,0,0,9,0,3,4,1,1,0,0,4,0,<=50K
32,2,0,9,0,5,0,0,0,0,0,41,0,<=50K
27,0,15,14,1,4,2,0,0,0,0,4,0,<=50K
29,0,0,9,0,1,0,0,0,0,0,4,0,>50K
22,0,3,11,1,0,1,0,0,0,0,3,0,<=50K
41,5,0,9,0,3,0,0,0,5178,0,4,0,>50K
49,2,1,1,0,8,0,0,0,7298,0,4,0,>50K
58,1,0,9,0,9,0,0,0,0,0,5,0,<=50K
41,1,0,9,0,9,0,0,0,7688,0,4,0,>50K
26,0,9,5,0,1,0,0,0,0,0,35,0,<=50K
21,0,0,9,1,4,1,0,0,0,0,55,0,<=50K
37,0,2,13,0,2,0,0,0,0,0,5,0,>50K
23,0,2,13,1,4,2,0,0,0,0,2,0,<=50K
42,1,1,1,0,2,0,0,0,0,0,4,0,>50K
